Run,Step,Catalyst_ID,Position_X,Position_Y,Manhattan_Distance
1,2200,0,10,4,6
1,2210,0,10,4,6
1,2220,0,10,4,6
1,2230,0,10,4,6
1,2240,0,10,4,6
1,2250,0,10,4,6
1,2260,0,10,4,6
1,2270,0,10,4,6
1,2280,0,10,4,6
1,2290,0,10,4,6
1,2300,0,9,4,5
1,2310,0,9,4,5
1,2320,0,9,4,5
1,2330,0,9,4,5
1,2340,0,9,4,5
1,2350,0,9,4,5
1,2360,0,9,4,5
1,2370,0,9,4,5
1,2380,0,9,4,5
1,2390,0,9,4,5
1,2400,0,9,4,5
1,2410,0,9,4,5
1,2420,0,9,4,5
1,2430,0,9,4,5
1,2440,0,9,4,5
1,2450,0,9,4,5
1,2460,0,9,4,5
1,2470,0,9,4,5
1,2480,0,9,4,5
1,2490,0,9,4,5
1,2500,0,9,4,5
1,2510,0,9,4,5
1,2520,0,9,4,5
1,2530,0,9,4,5
1,2540,0,9,4,5
1,2550,0,9,4,5
1,2560,0,9,4,5
1,2570,0,9,4,5
1,2580,0,9,4,5
1,2590,0,9,4,5
1,2600,0,9,4,5
1,2610,0,9,4,5
1,2620,0,9,3,6
1,2630,0,9,3,6
1,2640,0,9,3,6
1,2650,0,9,3,6
1,2660,0,9,3,6
1,2670,0,9,3,6
1,2680,0,9,3,6
1,2690,0,8,3,5
1,2700,0,8,3,5
1,2710,0,8,3,5
1,2720,0,8,3,5
1,2730,0,8,3,5
1,2740,0,8,4,4
1,2750,0,8,4,4
1,2760,0,8,4,4
1,2770,0,8,4,4
1,2780,0,8,4,4
1,2790,0,8,4,4
1,2800,0,8,4,4
1,2810,0,8,4,4
1,2820,0,8,4,4
1,2830,0,8,4,4
1,2840,0,8,4,4
1,2850,0,8,4,4
1,2860,0,8,4,4
1,2870,0,8,4,4
1,2880,0,8,3,5
1,2890,0,8,3,5
1,2900,0,8,3,5
1,2910,0,8,3,5
1,2920,0,8,3,5
1,2930,0,8,3,5
1,2940,0,8,3,5
1,2950,0,8,3,5
1,2960,0,8,3,5
1,2970,0,8,3,5
1,2980,0,8,3,5
1,2990,0,8,3,5
1,3000,0,8,3,5
1,3010,0,8,3,5
1,3020,0,8,3,5
1,3030,0,8,3,5
1,3040,0,8,3,5
1,3050,0,8,3,5
1,3060,0,8,3,5
1,3070,0,8,3,5
1,3080,0,8,3,5
1,3090,0,8,3,5
1,3100,0,8,3,5
1,3110,0,8,3,5
1,3120,0,8,3,5
1,3130,0,8,3,5
1,3140,0,8,3,5
1,3150,0,8,3,5
1,3160,0,8,3,5
1,3170,0,8,3,5
1,3180,0,8,3,5
1,3190,0,8,3,5
1,3200,0,8,3,5
1,3210,0,8,3,5
1,3220,0,8,3,5
1,3230,0,8,3,5
1,3240,0,8,3,5
1,3250,0,8,3,5
1,3260,0,8,3,5
1,3270,0,8,3,5
1,3280,0,8,3,5
1,3290,0,8,3,5
1,3300,0,8,3,5
1,3310,0,8,3,5
1,3320,0,8,3,5
1,3330,0,8,3,5
1,3340,0,9,2,7
1,3350,0,9,2,7
1,3360,0,9,2,7
1,3370,0,9,2,7
1,3380,0,9,2,7
1,3390,0,9,2,7
1,3400,0,9,2,7
1,3410,0,9,2,7
1,3420,0,9,3,6
1,3430,0,9,3,6
1,3440,0,9,3,6
1,3450,0,9,3,6
1,3460,0,9,3,6
1,3470,0,9,3,6
1,3480,0,9,3,6
1,3490,0,9,3,6
1,3500,0,10,3,7
1,3510,0,10,3,7
1,3520,0,10,3,7
1,3530,0,10,4,6
1,3540,0,10,4,6
1,3550,0,10,4,6
1,3560,0,10,4,6
1,3570,0,10,4,6
1,3580,0,10,4,6
1,3590,0,10,4,6
1,3600,0,10,4,6
1,3610,0,10,4,6
1,3620,0,10,4,6
1,3630,0,10,4,6
1,3640,0,10,4,6
1,3650,0,10,4,6
1,3660,0,10,4,6
1,3670,0,10,4,6
1,3680,0,10,4,6
1,3690,0,10,4,6
1,3700,0,10,4,6
1,3710,0,10,4,6
